时间,开盘,收盘,成交量,涨跌幅,成交额
2025-10-22 09:30:00,147.9816488384745,148.01375658007308,91569,0.02169711031778654,13553471.67628071
2025-10-22 09:31:00,147.9816488384745,147.77347522742647,97107,-0.14067528824149855,14349838.858909702
2025-10-22 09:32:00,147.9816488384745,147.65320994864504,62382,-0.22194568881170884,9210902.543016374
2025-10-22 09:33:00,147.9816488384745,147.7265964836746,30450,-0.17235404308699742,4498274.862927891
2025-10-22 09:34:00,147.9816488384745,147.73533977613178,49607,-0.16644568044487107,7328707.000274569
2025-10-22 09:35:00,147.9816488384745,147.83624555230236,46744,-0.09825764702139361,6910457.4620968215
2025-10-22 09:36:00,147.9816488384745,147.866537577181,19392,-0.07778752446472303,2867427.8966966937
2025-10-22 09:37:00,147.9816488384745,147.9227012796555,61909,-0.039834370870772684,9157746.513522193
2025-10-22 09:38:00,147.9816488384745,147.86336770522516,1490,-0.07992959544494971,220316.41788078548
2025-10-22 09:39:00,147.9816488384745,147.59736193245652,51912,-0.2596855144095911,7662074.252637683
2025-10-22 09:40:00,147.9816488384745,147.77061038752376,62112,-0.14261123092438321,9178328.152389877
2025-10-22 09:41:00,147.9816488384745,147.92178965382985,49405,-0.04045041065193766,7308076.0178474635
2025-10-22 09:42:00,147.9816488384745,147.88794407262537,98655,-0.06332188253383997,14589885.122484855
2025-10-22 09:43:00,147.9816488384745,148.03802070590527,19398,0.03809382303361364,2871641.5256531504
2025-10-22 09:44:00,147.9816488384745,148.0419986115598,12870,0.04078193043459688,1905300.5221307746
2025-10-22 09:45:00,147.9816488384745,148.15932494612085,92352,0.12006631162777559,13682809.977424152
2025-10-22 09:46:00,147.9816488384745,148.12587949904102,5376,0.09746523416829245,796324.7281868445
2025-10-22 09:47:00,147.9816488384745,148.0845820680172,32083,0.06955810423159292,4750997.646488196
2025-10-22 09:48:00,147.9816488384745,148.16516651736544,6543,0.1240138086927578,969444.684523122
2025-10-22 09:49:00,147.9816488384745,148.10147971463002,68649,0.08097684888368484,10167018.480929635
2025-10-22 09:50:00,147.9816488384745,148.35950258510792,63001,0.25533824605903366,9346797.022364384
2025-10-22 09:51:00,147.9816488384745,148.3678998022188,70175,0.26101274500995864,10411717.368620705
2025-10-22 09:52:00,147.9816488384745,148.57392629906587,58933,0.4002371005055183,8755907.198582849
2025-10-22 09:53:00,147.9816488384745,148.3289538718211,69592,0.23469466388070792,10322508.557847776
2025-10-22 09:54:00,147.9816488384745,148.41496901743466,25559,0.2928202127502555,3793338.1931166123
2025-10-22 09:55:00,147.9816488384745,148.32168090091477,75526,0.22977988494465862,11202143.271722488
2025-10-22 09:56:00,147.9816488384745,148.46234824428558,53933,0.32483717378750665,8007019.827859054
2025-10-22 09:57:00,147.9816488384745,148.74670026101825,30545,0.5169907407767793,4543467.9594728025
2025-10-22 09:58:00,147.9816488384745,148.76965787828294,18771,0.532504567960701,2792555.2480332493
2025-10-22 09:59:00,147.9816488384745,148.70194673792184,26148,0.4867481239066107,3888258.5033031804
2025-10-22 10:00:00,147.9816488384745,148.73954907492504,96778,0.5121582590810192,14394716.080373095
2025-10-22 10:01:00,147.9816488384745,148.74671304220516,89548,0.5169993777848214,13319970.659503387
2025-10-22 10:02:00,147.9816488384745,148.79713396496038,8571,0.5510717936221932,1275340.2352136755
2025-10-22 10:03:00,147.9816488384745,148.72553730213156,14216,0.5026896709800832,2114282.2382871024
2025-10-22 10:04:00,147.9816488384745,148.69541938344315,48876,0.48233720232955246,7267637.317785167
2025-10-22 10:05:00,147.9816488384745,148.6640030754083,22861,0.4611073347875694,3398607.7743069087
2025-10-22 10:06:00,147.9816488384745,148.93834513129042,58024,0.6464965759775732,8641998.537897995
