时间,开盘,收盘,成交量,涨跌幅,成交额
2025-10-25 09:30:00,133.459546601966,133.40747555956887,70843,-0.03901634894087902,9450985.791066537
2025-10-25 09:31:00,133.459546601966,133.37873380522382,66891,-0.06055227879890879,8921836.882965226
2025-10-25 09:32:00,133.459546601966,133.38655618236126,59665,-0.05469104418766024,7958508.874620585
2025-10-25 09:33:00,133.459546601966,133.40966066285898,81743,-0.0373790713194877,10905305.891564082
2025-10-25 09:34:00,133.459546601966,133.62688286755787,61338,0.1253835112230206,8196405.741330264
2025-10-25 09:35:00,133.459546601966,133.61231924218566,23312,0.11447112185634101,3114770.386173832
2025-10-25 09:36:00,133.459546601966,133.40954823500363,73549,-0.03746331246837764,9812138.863136282
2025-10-25 09:37:00,133.459546601966,133.38017158849135,19063,-0.059474961136629645,2542626.2109914105
2025-10-25 09:38:00,133.459546601966,133.1515838364397,12659,-0.2307536428583723,1685565.8997854902
2025-10-25 09:39:00,133.459546601966,132.89101331415137,19020,-0.42599671757483915,2527587.073235159
2025-10-25 09:40:00,133.459546601966,132.65133222041797,44699,-0.6055875372920849,5929381.8989204625
2025-10-25 09:41:00,133.459546601966,132.50869279812184,68729,-0.7124659329766914,9107189.947322115
2025-10-25 09:42:00,133.459546601966,132.5541705751099,43299,-0.678389856632966,5739463.031731684
2025-10-25 09:43:00,133.459546601966,132.60609387134298,65421,-0.6394842125220013,8675223.267157128
2025-10-25 09:44:00,133.459546601966,132.68699070369607,92529,-0.578868966619539,12277394.562822293
2025-10-25 09:45:00,133.459546601966,132.62214019082862,78326,-0.6274608542129134,10387761.752586842
2025-10-25 09:46:00,133.459546601966,132.3881503353091,91448,-0.802787281941153,12106631.571863346
2025-10-25 09:47:00,133.459546601966,132.3195577825943,82343,-0.8541830452726162,10895589.346492162
2025-10-25 09:48:00,133.459546601966,132.22758293712414,93898,-0.9230989436193049,12415905.582630083
2025-10-25 09:49:00,133.459546601966,132.17157544551532,58811,-0.9650648374311954,7773142.523526201
2025-10-25 09:50:00,133.459546601966,132.17355655417427,59589,-0.9635804110942336,7876090.06150669
2025-10-25 09:51:00,133.459546601966,131.96655187328017,17905,-1.1186870978503904,2362861.111291081
2025-10-25 09:52:00,133.459546601966,132.10246388927195,34053,-1.0168494852911936,4498485.202821378
2025-10-25 09:53:00,133.459546601966,132.1987092517871,61282,-0.9447337281455415,8101401.3003680175
2025-10-25 09:54:00,133.459546601966,132.38409693706984,83055,-0.8058244556334415,10995161.171108335
2025-10-25 09:55:00,133.459546601966,132.43650537977098,72178,-0.7665552957752619,9559002.08530111
2025-10-25 09:56:00,133.459546601966,132.38921447203737,63839,-0.8019899341639602,8451595.062680393
2025-10-25 09:57:00,133.459546601966,132.34418258726572,28182,-0.8357319076070069,3729723.7536743227
2025-10-25 09:58:00,133.459546601966,132.25167445006554,64264,-0.9050473964990036,8499021.606859012
2025-10-25 09:59:00,133.459546601966,132.047688310182,50035,-1.0578923184826672,6607006.084599956
2025-10-25 10:00:00,133.459546601966,131.93591467841452,32597,-1.141643263704173,4300715.0107722785
2025-10-25 10:01:00,133.459546601966,131.99044266831797,31341,-1.1007859467929482,4136712.4636677536
2025-10-25 10:02:00,133.459546601966,132.09822358968236,1470,-1.020026702431176,194184.38867683307
2025-10-25 10:03:00,133.459546601966,131.8537624553571,47643,-1.2031991622135751,6281908.804660578
2025-10-25 10:04:00,133.459546601966,131.894903436799,2181,-1.1723726065347884,287662.78439565864
2025-10-25 10:05:00,133.459546601966,132.0021663029565,40225,-1.0920015361329138,5309787.1395364255
2025-10-25 10:06:00,133.459546601966,132.3737421619656,10513,-0.813583192545031,1391645.1513487443
2025-10-25 10:07:00,133.459546601966,132.3473974649313,90260,-0.8333230296005745,11945676.095184699
2025-10-25 10:08:00,133.459546601966,132.3857100035526,11797,-0.804615799884334,1561754.2209119098
2025-10-25 10:09:00,133.459546601966,132.3859721059738,41098,-0.8044194089719681,5440798.681611311
2025-10-25 10:10:00,133.459546601966,132.6394152367214,45661,-0.6145168226073694,6056448.339123935
2025-10-25 10:11:00,133.459546601966,132.68297995529767,48680,-0.5818741831818075,6459007.464223891
2025-10-25 10:12:00,133.459546601966,132.52047409455784,58688,-0.703638316866817,7777361.583661411
2025-10-25 10:13:00,133.459546601966,132.5204666078627,73589,-0.7036439265780348,9752048.617206007
2025-10-25 10:14:00,133.459546601966,132.57124308053648,57430,-0.6655975867195352,7613566.4901152095
2025-10-25 10:15:00,133.459546601966,132.53258429876976,92941,-0.6945642532121266,12317710.91731196
2025-10-25 10:16:00,133.459546601966,132.35503925753434,96515,-0.8275971053054554,12774246.613940926
2025-10-25 10:17:00,133.459546601966,132.1740272080248,56761,-0.963227754530871,7502329.958354696
2025-10-25 10:18:00,133.459546601966,132.11059036892672,66765,-1.0107603894852435,8820363.565981392
2025-10-25 10:19:00,133.459546601966,131.9365649394046,64458,-1.1411560291775813,8504367.102864143
2025-10-25 10:20:00,133.459546601966,132.0924049041258,41637,-1.0243865895315896,5499931.462993086
2025-10-25 10:21:00,133.459546601966,132.1647680957023,38562,-0.9701655214859106,5096537.787306472
2025-10-25 10:22:00,133.459546601966,132.05585474017363,81983,-1.0517732882599828,10826335.139163654
2025-10-25 10:23:00,133.459546601966,131.86759126799657,8867,-1.1928373612097753,1169269.9317733257
2025-10-25 10:24:00,133.459546601966,131.92429538477148,48530,-1.1503494926243807,6402286.0550229605
2025-10-25 10:25:00,133.459546601966,132.2451236292867,82246,-0.90995586572854,10876632.438014314
2025-10-25 10:26:00,133.459546601966,132.2723243131491,31773,-0.889574645684732,4202688.5604016865
2025-10-25 10:27:00,133.459546601966,132.12839462265794,69809,-0.9974198273564716,9223751.100213127
2025-10-25 10:28:00,133.459546601966,132.02553534416785,7096,-1.0744913303766812,936853.198802215
2025-10-25 10:29:00,133.459546601966,132.25099356405235,43453,-0.9055575780712588,5746702.423338767
2025-10-25 10:30:00,133.459546601966,132.06255811462088,72338,-1.0467505119821308,9553141.328895446
2025-10-25 10:31:00,133.459546601966,132.11401386815885,77880,-1.0081951932746414,10289039.40005221
2025-10-25 10:32:00,133.459546601966,131.99029012730256,5997,-1.100900244360481,791545.7698934334
2025-10-25 10:33:00,133.459546601966,131.9542668698824,42539,-1.1278921369132222,5613202.558377927
2025-10-25 10:34:00,133.459546601966,131.78332361620443,7006,-1.2559783308426664,923273.9652551282
2025-10-25 10:35:00,133.459546601966,131.6169234083055,65152,-1.3806604627213392,8575105.79389792
2025-10-25 10:36:00,133.459546601966,131.48320819025272,32153,-1.4808520349672394,4227579.592941196
2025-10-25 10:37:00,133.459546601966,131.30051804911633,93446,-1.6177400626789296,12269508.209617725
2025-10-25 10:38:00,133.459546601966,131.3694263337657,75313,-1.5661077243383392,9893825.605474895
2025-10-25 10:39:00,133.459546601966,131.26101535167922,64467,-1.647339067353304,8462003.876676705
2025-10-25 10:40:00,133.459546601966,131.13169519924392,37717,-1.7442374577104847,4945894.147829883
2025-10-25 10:41:00,133.459546601966,131.0353409448476,39056,-1.8164348065323632,5117716.275941968
2025-10-25 10:42:00,133.459546601966,131.20663460314967,84404,-1.6880860576692136,11074364.787044244
2025-10-25 10:43:00,133.459546601966,131.48494162215337,7579,-1.4795531905272719,996524.3725543004
2025-10-25 10:44:00,133.459546601966,131.42772194103225,75624,-1.5224273666937682,9939090.044068623
2025-10-25 10:45:00,133.459546601966,131.53425667299996,16574,-1.4426018804844953,2180048.770098301
2025-10-25 10:46:00,133.459546601966,131.57248590043235,32431,-1.4139570750691055,4267027.290236922
2025-10-25 10:47:00,133.459546601966,131.72338948385996,90912,-1.3008864201255022,11975236.784756677
2025-10-25 10:48:00,133.459546601966,131.52655417529408,2614,-1.4483732905499314,343810.4126142187
2025-10-25 10:49:00,133.459546601966,131.36617268275356,6753,-1.5685456548535925,887115.7641266348
2025-10-25 10:50:00,133.459546601966,131.46703044224998,46621,-1.4929738714447804,6129124.426248136
2025-10-25 10:51:00,133.459546601966,131.4226865781494,32332,-1.5262003173825978,4249158.302444727
2025-10-25 10:52:00,133.459546601966,131.7861470816588,38500,-1.253862734374478,5073766.662643864
2025-10-25 10:53:00,133.459546601966,131.47172332531667,60195,-1.4894575377045638,7913940.385567437
2025-10-25 10:54:00,133.459546601966,131.2724684438193,15684,-1.638757371677213,2058877.3950728618
2025-10-25 10:55:00,133.459546601966,131.53248950214862,54273,-1.4439260052071745,7138662.8027501125
2025-10-25 10:56:00,133.459546601966,131.63535166574172,78625,-1.366852340406044,10349829.524718942
2025-10-25 10:57:00,133.459546601966,131.77581569203906,48175,-1.2616039487595043,6348299.920963982
2025-10-25 10:58:00,133.459546601966,131.9991928151818,90316,-1.094229542933789,11921639.098295959
2025-10-25 10:59:00,133.459546601966,131.88637522281635,6874,-1.178762718145232,906586.9432816396
2025-10-25 11:00:00,133.459546601966,131.99455981997414,79548,-1.097701003256868,10499903.244559303
2025-10-25 11:01:00,133.459546601966,131.9386910242831,79846,-1.1395629735044377,10534776.723524908
2025-10-25 11:02:00,133.459546601966,131.93334041760934,70214,-1.1435721334408955,9263567.564082023
2025-10-25 11:03:00,133.459546601966,131.85509660886316,30302,-1.2021994933700708,3995473.1374417716
