时间,开盘,收盘,成交量,涨跌幅,成交额
2025-10-27 09:30:00,104.91603616770983,104.74590791129148,99651,-0.16215658028330138,10438034.469268108
2025-10-27 09:31:00,104.91603616770983,104.76520206158138,87605,-0.14376649331980795,9177955.526604837
2025-10-27 09:32:00,104.91603616770983,104.9236123544238,29846,0.007221190382988851,3131550.1343301325
2025-10-27 09:33:00,104.91603616770983,105.06608266256993,90850,0.14301578704349893,9545253.609894477
2025-10-27 09:34:00,104.91603616770983,105.1746612545399,93201,0.24650672697608123,9802383.603584373
2025-10-27 09:35:00,104.91603616770983,105.3674092694569,56092,0.43022317486864914,5910268.7207423765
2025-10-27 09:36:00,104.91603616770983,105.4079320130822,27632,0.4688471499114444,2912631.9773854874
2025-10-27 09:37:00,104.91603616770983,105.3727818411197,79281,0.4353440046855672,8354059.517145812
2025-10-27 09:38:00,104.91603616770983,105.45408355669619,59671,0.5128361770418755,6292550.6199116185
2025-10-27 09:39:00,104.91603616770983,105.46870717953327,53330,0.5267745828101855,5624646.15388451
2025-10-27 09:40:00,104.91603616770983,105.4181371160544,15710,0.478574073787863,1656118.9340932146
2025-10-27 09:41:00,104.91603616770983,105.5347847098398,60920,0.5897559274359976,6429179.08452344
2025-10-27 09:42:00,104.91603616770983,105.60830588051739,21580,0.6598321268075358,2279027.240901565
2025-10-27 09:43:00,104.91603616770983,105.77497490491994,5661,0.8186915638302317,598792.1329367518
2025-10-27 09:44:00,104.91603616770983,105.8375592332414,27342,0.8783433869522961,2893810.544555286
2025-10-27 09:45:00,104.91603616770983,105.93148736995548,25127,0.9678703459806925,2661740.4831448714
2025-10-27 09:46:00,104.91603616770983,105.86113748752027,26180,0.900816838237839,2771444.5794232804
2025-10-27 09:47:00,104.91603616770983,105.99325829231029,4925,1.0267468767867882,522016.7970896282
2025-10-27 09:48:00,104.91603616770983,106.15751878246391,81142,1.1833106359160794,8613833.389046686
2025-10-27 09:49:00,104.91603616770983,106.08923271644176,11440,1.1182242406266196,1213660.8222760938
2025-10-27 09:50:00,104.91603616770983,106.17191663838237,46967,1.1970338534949887,4986576.408754905
2025-10-27 09:51:00,104.91603616770983,106.19447026047172,44314,1.2185306836395293,4705901.755122543
2025-10-27 09:52:00,104.91603616770983,106.16873295272829,72442,1.1939993453584208,7691075.352561543
2025-10-27 09:53:00,104.91603616770983,106.17242351544773,93626,1.1975169798919438,9940499.324057309
2025-10-27 09:54:00,104.91603616770983,106.287471704838,68597,1.3071743722150364,7291001.696536772
2025-10-27 09:55:00,104.91603616770983,106.37289460285743,19366,1.3885946213396672,2060017.4768789369
2025-10-27 09:56:00,104.91603616770983,106.42136082043518,92694,1.434789864076702,9864621.61988942
2025-10-27 09:57:00,104.91603616770983,106.6586538405491,85009,1.6609640780306245,9066945.504331239
2025-10-27 09:58:00,104.91603616770983,106.42210857171273,84662,1.4355025780762531,9009908.555898342
2025-10-27 09:59:00,104.91603616770983,106.63420649300309,17226,1.6376622564607146,1836880.8410484712
