时间,开盘,收盘,成交量,涨跌幅,成交额
2025-10-25 09:30:00,131.79894844702557,131.83716379387837,74771,0.028995183423763393,9857596.57403208
2025-10-25 09:31:00,131.79894844702557,131.915284384139,45900,0.08826772784169545,6054911.55323198
2025-10-25 09:32:00,131.79894844702557,131.84552762964506,84371,0.03534108820164583,11123939.011640783
2025-10-25 09:33:00,131.79894844702557,132.03578783375937,42982,0.17969747826098725,5675162.232670645
2025-10-25 09:34:00,131.79894844702557,132.1368253373783,18655,0.2563578043177861,2465012.4766687923
2025-10-25 09:35:00,131.79894844702557,131.99744971763252,37995,0.150609145934677,5015243.102021447
2025-10-25 09:36:00,131.79894844702557,132.1688804175949,36640,0.280679000043782,4842667.778500677
2025-10-25 09:37:00,131.79894844702557,132.16444996555734,81078,0.27731747698933606,10715629.274307458
2025-10-25 09:38:00,131.79894844702557,132.1188831546717,85097,0.24274450700547678,11242920.599813096
2025-10-25 09:39:00,131.79894844702557,131.90770929358547,59031,0.08252026881960806,7786643.987309644
2025-10-25 09:40:00,131.79894844702557,131.81337088112983,33188,0.010942753545606365,4374622.152802937
2025-10-25 09:41:00,131.79894844702557,131.81911729589692,41922,0.0153027388374527,5526121.03527859
2025-10-25 09:42:00,131.79894844702557,131.83008219274086,87568,0.02362215031466164,11544096.637453932
2025-10-25 09:43:00,131.79894844702557,131.63085932127345,66615,-0.12753449684742568,8768589.69368663
2025-10-25 09:44:00,131.79894844702557,131.95668084239767,77279,0.11967652035973497,10197480.33881965
2025-10-25 09:45:00,131.79894844702557,132.00852757671782,66088,0.15901426541085062,8724179.570490127
2025-10-25 09:46:00,131.79894844702557,132.00650074736316,32342,0.15747644634738212,4269354.247171219
2025-10-25 09:47:00,131.79894844702557,132.11003234116487,55743,0.2360291169275497,7364209.532793554
2025-10-25 09:48:00,131.79894844702557,131.82985556086933,86410,0.023450197598640088,11391417.819014719
2025-10-25 09:49:00,131.79894844702557,131.63320800843167,73057,-0.1257524741637206,9616727.277471993
2025-10-25 09:50:00,131.79894844702557,131.6739919604815,5448,-0.09480840933591139,717359.9082007031
2025-10-25 09:51:00,131.79894844702557,131.45415241640785,72847,-0.26160757326246786,9576040.641078062
2025-10-25 09:52:00,131.79894844702557,131.59826713552587,10570,-0.15226321140213717,1390993.6836225085
2025-10-25 09:53:00,131.79894844702557,131.6845044558467,65591,-0.08683224906369524,8637318.33176344
2025-10-25 09:54:00,131.79894844702557,131.6838375862535,98361,-0.08733822396036484,12952553.948821481
2025-10-25 09:55:00,131.79894844702557,131.74476230846307,94728,-0.04111272449512926,12479917.843956089
2025-10-25 09:56:00,131.79894844702557,131.53100077875118,16166,-0.2033003081068463,2126330.1585892914
2025-10-25 09:57:00,131.79894844702557,131.74091269568913,8086,-0.04403354656487002,1065257.0200573422
2025-10-25 09:58:00,131.79894844702557,131.70992166617495,20097,-0.06754741361718608,2646974.295725118
2025-10-25 09:59:00,131.79894844702557,131.5984846087209,4121,-0.15209820766153292,542317.3550725388
2025-10-25 10:00:00,131.79894844702557,131.49720997490527,31470,-0.22893845184324135,4138217.197910269
2025-10-25 10:01:00,131.79894844702557,131.3935407444613,70843,-0.3075955516649853,9308312.606959872
2025-10-25 10:02:00,131.79894844702557,131.55206821102513,38971,-0.18731578583092157,5126715.650251861
2025-10-25 10:03:00,131.79894844702557,131.24472487548155,42176,-0.4205068235174747,5535377.51634831
2025-10-25 10:04:00,131.79894844702557,131.28103924133092,60399,-0.39295397406210464,7929243.489137146
2025-10-25 10:05:00,131.79894844702557,131.56903801991587,22211,-0.17444025906027116,2922279.9034603513
2025-10-25 10:06:00,131.79894844702557,131.7016472176066,58373,-0.07382549752138479,7687820.253033349
