时间,开盘,收盘,成交量,涨跌幅,成交额
2025-10-25 09:30:00,116.38783582379546,116.31460182324444,70995,-0.06292238362597402,8257755.15644124
2025-10-25 09:31:00,116.38783582379546,116.29146646722052,36996,-0.08280019633738478,4302319.093421291
2025-10-25 09:32:00,116.38783582379546,116.31981705028757,93853,-0.05844147975296865,10916963.78962064
2025-10-25 09:33:00,116.38783582379546,116.19633913810455,48143,-0.16453324725517193,5594040.355125767
2025-10-25 09:34:00,116.38783582379546,116.22958927718942,30123,-0.13596485018040338,3501183.9177967766
2025-10-25 09:35:00,116.38783582379546,116.0814698194932,77977,-0.2632285428574188,9051684.772114621
2025-10-25 09:36:00,116.38783582379546,116.31112797617138,25165,-0.06590710024044766,2926969.535520353
2025-10-25 09:37:00,116.38783582379546,116.23020025799421,60019,-0.1354398977225557,6976020.389284555
2025-10-25 09:38:00,116.38783582379546,116.33623255609375,4160,-0.044337337606170646,483958.72743335
2025-10-25 09:39:00,116.38783582379546,116.3241840918921,93733,-0.05468933368579787,10903414.747485323
2025-10-25 09:40:00,116.38783582379546,116.34308845958817,32026,-0.03844677056717982,3726003.751006771
2025-10-25 09:41:00,116.38783582379546,116.47511589631323,77954,0.0749907169421915,9079701.184581202
2025-10-25 09:42:00,116.38783582379546,116.42934660264645,25461,0.03566590834616079,2964407.593849981
2025-10-25 09:43:00,116.38783582379546,116.58335471061505,14820,0.1679891076552087,1727765.316811315
2025-10-25 09:44:00,116.38783582379546,116.61416921627531,93856,0.1944648174595498,10944939.465962736
2025-10-25 09:45:00,116.38783582379546,116.4670113416336,80177,0.06802731340240786,9337975.568338156
2025-10-25 09:46:00,116.38783582379546,116.5030952340637,76785,0.09903046091752632,8945690.16754758
2025-10-25 09:47:00,116.38783582379546,116.38466170039732,53281,-0.0027271951365648306,6201091.160058869
2025-10-25 09:48:00,116.38783582379546,116.45457293623288,17405,0.05734028128030477,2026891.8419551332
2025-10-25 09:49:00,116.38783582379546,116.422326232218,82209,0.029634031923020387,9570963.017224409
2025-10-25 09:50:00,116.38783582379546,116.38069224356397,58829,-0.006137737832245804,6846559.743996625
2025-10-25 09:51:00,116.38783582379546,116.47258917163964,98884,0.07281976440605131,11517275.507648414
2025-10-25 09:52:00,116.38783582379546,116.74395880385244,90059,0.30597955322078096,10513844.185916146
2025-10-25 09:53:00,116.38783582379546,116.77360199509131,71437,0.33144887398703915,8341955.805723338
